ThreatScore,AttackType,Timestamp,SourceIP
0.3215,2,1749371338,250.93.165.113
0.8789,0,1749535414,209.37.250.170
0.6204,2,1748488146,80.235.21.152
0.9318,1,1748705690,141.196.84.177
0.5161,1,1747200745,63.123.63.94
0.0581,2,1748605011,185.52.81.116
0.5736,2,1748606422,237.227.221.74
0.5674,0,1747400471,217.33.100.209
0.5546,0,1748343016,80.119.143.99
0.6497,2,1748301101,163.217.234.114
0.4929,1,1749031316,206.195.144.38
0.2723,1,1747362410,101.8.204.216
0.0014,1,1747219753,241.238.109.87
0.3095,1,1748284840,123.110.119.68
0.4227,1,1747766943,229.217.175.78
0.0856,2,1747569521,81.182.213.21
0.549,2,1747631053,194.157.30.224
0.2361,0,1747192883,53.239.125.118
0.1795,2,1748891456,153.33.232.171
0.7095,2,1748775759,22.141.206.111
0.5661,0,1747783990,34.166.157.207
0.324,0,1748042030,68.115.62.18
0.0136,0,1749538927,248.17.162.18
0.4052,1,1748636396,149.100.57.27
0.697,1,1748975068,99.196.120.240
0.9764,0,1748668493,38.114.51.8
0.6484,1,1749055234,117.81.137.113
0.6255,2,1747335647,45.140.238.168
0.7419,1,1748041152,195.210.59.180
0.1456,1,1748071257,193.188.130.8
0.6466,1,1747294832,41.40.212.180
0.8083,2,1748948361,181.10.171.91
0.3901,0,1749593857,25.136.16.149
0.3137,1,1749617453,55.201.129.247
0.7779,1,1747347349,43.149.203.30
0.9216,0,1747960466,116.76.137.198
0.0107,1,1749489922,191.23.194.41
0.2242,0,1747137842,94.156.152.175
0.3879,2,1749131938,73.245.93.65
0.3382,2,1748846755,107.57.83.16
0.7514,1,1748783167,179.208.210.53
0.1635,0,1748853589,77.46.8.17
0.9304,2,1748397217,115.109.103.203
0.3571,0,1749056067,247.60.14.63
0.2015,2,1747677872,182.207.163.73
0.6341,0,1749338961,91.185.64.248
0.8005,2,1747222989,73.116.14.96
0.4535,1,1749261120,185.92.106.135
0.6381,0,1747807128,183.183.42.250
0.8518,2,1749043675,133.57.185.149
0.8926,2,1748578360,144.178.70.192
0.7022,0,1747619232,13.135.190.43
0.7587,1,1749553429,21.240.14.241
0.1812,0,1748491303,236.103.48.83
0.2163,0,1749033363,25.19.94.26
0.3253,2,1749143154,196.18.66.125
0.5792,1,1749509644,128.183.233.68
0.4155,1,1749437525,233.85.56.50
0.2735,0,1749613058,19.230.164.51
0.7308,1,1747091183,53.118.59.102
0.882,0,1747140563,73.98.95.6
0.262,0,1748460699,252.152.63.147
0.8489,0,1748890084,120.178.138.204
0.14,0,1748964961,222.186.240.176
0.6923,0,1748096586,182.211.242.2
0.8203,1,1749042321,163.81.141.155
0.8229,2,1747289544,248.227.64.12
0.4065,0,1749373494,199.201.104.41
0.5049,2,1748535330,160.214.125.179
0.4503,1,1747648985,212.10.178.176
0.2414,1,1747618527,95.40.148.181
0.0762,0,1749278653,181.13.164.133
0.2028,2,1748645199,34.39.199.176
0.1499,2,1748229289,29.183.98.204
0.831,0,1749586689,229.73.145.136
0.9915,0,1748932850,77.228.43.145
0.5636,0,1747165197,73.202.234.1
0.8962,1,1747744512,214.182.223.205
0.7599,1,1748640805,196.248.168.62
0.6632,0,1747100193,56.204.200.207
0.1518,1,1747673674,246.109.35.40
0.5608,1,1748951441,31.237.204.112
0.475,1,1748959741,208.19.9.77
0.9155,1,1749619009,124.70.46.237
0.4006,1,1747173957,66.115.218.56
0.9982,0,1748568251,81.174.250.210
0.3889,2,1749250534,2.196.180.158
0.7939,0,1748665117,34.24.64.195
0.8979,1,1747354499,175.132.102.18
0.8759,0,1748375082,140.80.151.169
0.5518,0,1748080594,151.57.153.32
0.3996,2,1748734298,216.8.69.127
0.4745,2,1748155874,41.251.65.224
0.2798,1,1748959565,126.58.251.93
0.3864,1,1747225958,219.161.146.179
0.2752,0,1748754758,103.147.182.231
0.8606,1,1747999819,253.153.97.198
0.4081,0,1748262980,216.31.5.223
0.2224,0,1747908804,41.185.105.126
0.1779,2,1747969668,188.242.16.61
0.2374,0,1747987341,247.53.160.103
0.7952,1,1748047584,75.107.233.248
0.895,0,1747139120,153.5.41.216
0.6074,1,1748719630,194.186.58.223
0.2976,2,1748467882,240.8.112.46
0.4069,2,1748178400,169.226.205.238
0.6724,1,1747385341,21.135.1.104
0.1901,2,1748023595,96.163.168.130
0.8286,1,1748390758,139.166.246.93
0.5108,2,1749563051,97.99.30.135
0.9599,0,1747698219,144.134.170.1
0.9379,2,1747386935,7.57.81.47
0.641,2,1747330413,236.23.152.194
0.9163,1,1747262213,121.144.206.138
0.0701,1,1747779215,198.157.133.160
0.3025,2,1748974307,151.145.76.8
0.6864,0,1748281873,187.25.143.28
0.501,1,1747563724,211.135.242.225
0.6413,1,1747461620,175.128.144.104
0.5941,0,1748454959,51.202.189.132
0.4028,1,1749542642,6.184.156.25
0.4628,0,1748298067,208.10.95.108
0.278,2,1748344668,194.77.118.133
0.9034,0,1748767733,6.68.171.36
0.3114,1,1748371861,101.171.20.196
0.2769,2,1748045847,189.3.118.149
0.5894,2,1747897667,67.191.104.140
0.5414,1,1748653668,131.51.122.162
0.1855,0,1747645241,167.227.4.113
0.8106,2,1748116926,211.219.148.84
0.4104,1,1749462963,171.119.224.74
0.35,2,1748448315,232.77.188.79
0.432,1,1747745358,154.106.12.221
0.6643,1,1747477139,215.91.234.38
0.1555,2,1748988088,122.234.86.199
0.0476,1,1748821890,215.96.15.21
0.4106,2,1747217985,109.180.225.96
0.6457,2,1748115989,181.192.251.60
0.0767,1,1748470660,186.237.237.223
0.2717,1,1747340405,122.154.14.227
0.4659,1,1747816297,174.174.208.26
0.5478,1,1749059256,188.142.238.76
0.4831,0,1747162692,210.241.215.111
0.1834,1,1747321785,27.110.21.84
0.0217,1,1747915062,58.140.218.192
0.7334,1,1747987968,88.238.146.153
0.0494,0,1749493593,191.145.34.214
0.9636,2,1749046241,214.45.214.147
0.9396,1,1749061385,13.210.144.210
0.5126,0,1748496318,67.4.239.21
0.8267,1,1748502579,206.152.214.106
0.4402,0,1749414595,184.98.250.42
0.5945,0,1748051800,37.231.220.6
0.4239,0,1748458329,51.73.52.190
0.4134,1,1747874706,121.234.104.141
0.8198,0,1747374187,25.162.57.80
0.3527,1,1749136793,130.200.159.62
0.924,0,1748530641,252.244.84.171
0.5585,2,1749379700,103.159.179.219
0.2099,2,1747893857,31.31.38.151
0.9018,0,1748840931,209.185.207.30
0.7729,0,1748429616,166.8.79.80
0.3478,0,1747990046,26.156.94.181
0.5847,2,1748429672,253.210.248.137
0.3013,0,1747142096,28.114.47.60
0.5148,2,1749367227,166.151.232.108
0.8313,0,1749153974,75.34.197.161
0.0534,2,1748903480,229.245.230.208
0.68,1,1749561293,201.112.79.29
0.3941,2,1749183763,112.14.246.75
0.0068,0,1749006814,241.8.12.48
0.2334,1,1749288068,91.74.254.38
0.3037,0,1747938750,94.46.67.84
0.1343,0,1749296834,101.2.138.44
0.2075,1,1748982851,148.138.56.229
0.1311,1,1748959728,193.151.7.109
0.5445,0,1748954727,236.59.145.191
0.4509,1,1747946258,142.205.60.167
0.8209,1,1749121898,15.239.138.65
0.6232,1,1748794888,79.29.252.88
0.9285,0,1748341762,197.240.222.233
0.2012,1,1749525632,197.239.159.159
0.7215,2,1747060012,179.181.145.70
0.3032,0,1748404755,81.97.213.241
0.6165,2,1749508215,134.110.63.108
0.1454,2,1749053521,81.3.228.104
0.1167,1,1748160076,57.30.29.165
0.7528,0,1747961729,254.135.138.73
0.6338,1,1749066414,99.159.190.203
0.7018,2,1748084886,229.228.154.18
0.2549,0,1748599332,5.78.57.200
0.8939,1,1748249718,136.133.209.93
0.5177,2,1747734120,128.232.20.150
0.7401,0,1747761398,35.36.142.159
0.7979,0,1748654557,228.112.122.125
0.6587,0,1748754458,188.237.254.194
0.7583,1,1747387090,222.233.22.92
0.9591,2,1747674971,34.111.199.160
0.083,0,1747508336,164.43.74.74
0.3297,0,1749177295,228.2.185.146
0.5805,0,1748282168,44.46.33.21
0.4019,0,1748514798,196.52.62.224
0.2055,0,1748165597,145.185.65.154
0.3711,1,1747718068,148.226.139.213
0.1459,0,1747258746,92.236.253.36
0.9702,1,1747299848,156.93.95.143
0.5904,1,1749000668,105.91.49.135
0.7986,2,1749026844,232.224.190.195
0.7227,1,1749046791,216.185.39.229
0.2224,2,1748644222,229.158.29.87
0.107,1,1749121729,209.49.80.167
0.7517,2,1747378795,104.32.203.116
0.316,1,1749002095,201.67.68.95
0.9494,0,1748614659,133.177.8.78
0.134,1,1748786016,97.218.242.54
0.7154,1,1747880423,172.37.105.146
0.2335,0,1748174977,126.241.162.80
0.1781,1,1747552077,127.225.24.155
0.0826,2,1747456578,254.94.26.46
0.3061,2,1747622939,107.177.129.236
0.8003,0,1748609552,135.234.169.56
0.59,0,1747677670,106.116.180.138
0.2801,0,1747987412,76.35.130.253
0.2656,0,1747645988,81.2.5.17
0.1349,0,1748646940,156.97.103.54
0.0937,0,1748098781,15.28.38.254
0.2797,2,1747169110,108.161.38.197
0.114,2,1749398729,27.8.245.47
0.5847,2,1747956093,169.56.240.135
0.0758,1,1748862288,170.88.237.234
0.3628,2,1747206762,13.99.126.116
0.61,0,1748339608,125.106.103.202
0.8578,2,1748872683,203.102.27.251
0.3079,1,1748696434,60.82.157.25
0.2594,2,1748851713,144.237.126.37
0.3695,0,1747417048,139.29.171.223
0.5005,1,1748681787,49.55.68.229
0.3476,2,1747415211,132.52.146.167
0.7198,0,1749580303,220.201.252.64
0.9837,0,1747416295,85.109.129.171
0.0479,2,1747403732,178.218.24.86
0.9989,0,1748006344,174.152.247.23
0.6413,1,1748372330,229.137.105.173
0.3473,2,1747477070,137.84.192.232
0.655,1,1748750767,183.232.173.23
0.7225,1,1747335438,2.119.106.173
0.7514,2,1747681595,100.242.25.26
0.8777,0,1747864579,204.213.168.219
0.2608,1,1747167761,223.95.178.54
0.3527,0,1747571091,218.108.10.35
0.1455,2,1748829892,223.244.164.162
0.9655,2,1747756903,138.132.117.225
0.019,0,1747616292,244.3.57.15
0.8704,0,1747923513,10.201.69.87
0.3904,1,1747489553,69.92.229.181
0.1357,2,1747901713,9.63.105.56
0.7129,2,1748637516,226.48.231.212
0.0722,1,1749170543,146.114.162.194
0.7195,1,1748233620,228.107.142.190
0.3768,2,1748942287,196.219.202.52
0.2056,2,1747720241,115.74.191.13
0.9213,1,1749044969,139.99.53.41
0.604,0,1747828423,37.11.231.214
0.2974,2,1748995734,163.169.78.132
0.3402,1,1747754383,45.100.101.83
0.9819,0,1747646635,196.137.228.228
0.2163,1,1749141101,228.30.163.65
0.6611,2,1749516727,209.16.114.35
0.1633,2,1749292418,210.242.66.133
0.3741,0,1747580248,22.214.112.116
0.7926,0,1748508715,55.105.231.46
0.0678,1,1749620743,21.192.173.41
0.4571,1,1749334004,78.254.187.205
0.2111,2,1747085386,25.74.58.23
0.9709,1,1749415656,162.187.221.31
0.8348,2,1748477800,254.78.192.214
0.4939,2,1748590514,113.185.154.191
0.1887,2,1748935206,105.57.23.71
0.0244,0,1748443428,200.55.69.252
0.7323,0,1747168859,194.114.91.115
0.444,1,1747324614,164.77.86.45
0.7633,1,1747670261,202.251.81.168
0.1113,2,1747842760,224.223.226.112
0.7268,1,1747649865,161.56.137.171
0.8731,2,1748713984,204.156.236.233
0.7796,2,1749194818,51.7.19.31
0.8771,2,1748986193,195.14.64.212
0.0828,2,1747564666,153.166.112.139
0.7441,0,1748870516,40.77.110.160
0.942,2,1747994285,199.202.109.222
0.4283,1,1749303447,247.254.80.93
0.7713,0,1748019332,141.131.3.21
0.0922,1,1748781901,93.81.66.22
0.6762,2,1747921145,10.16.229.190
0.3677,0,1748239744,238.20.64.234
0.7659,0,1747721414,240.251.162.115
0.6872,0,1748971621,229.76.85.220
0.8296,0,1749170561,82.65.24.89
0.1089,2,1749497817,147.28.11.98
0.5144,1,1748804425,106.244.47.90
0.6,1,1747284174,250.207.229.194
0.5244,0,1748344383,226.113.91.196
0.9938,2,1748157757,38.48.180.252
0.9635,2,1747948004,111.165.215.122
0.4513,0,1748835306,241.233.244.159
0.8845,1,1748644651,89.58.32.110
0.623,2,1749594723,136.240.56.250
0.8503,1,1749209346,208.125.59.251
0.4061,2,1747448137,227.152.40.135
0.2608,0,1747571262,23.108.232.166
0.2325,0,1748673677,191.80.144.173
0.2841,2,1748988740,131.242.150.161
0.6679,2,1748936831,36.65.227.129
0.3054,0,1749210898,183.248.130.194
0.253,1,1748034889,152.208.190.139
0.8491,0,1747604915,106.38.175.185
0.0388,0,1747117292,1.107.158.217
0.1865,1,1747589343,116.86.202.236
0.411,0,1749276219,78.204.98.58
0.0362,1,1749470856,108.6.190.208
0.6645,0,1748271539,132.25.119.193
0.6652,1,1748257033,46.40.64.11
0.6725,0,1747063747,63.100.241.57
0.0041,1,1748913392,41.12.23.62
0.936,0,1747154971,202.246.176.109
0.5766,2,1747105161,234.67.218.6
0.9783,2,1749058286,151.164.176.183
0.1176,0,1747993492,220.152.44.129
0.7302,0,1748285798,143.221.218.16
0.3422,1,1749638832,51.177.248.110
0.5232,2,1749613653,82.220.25.215
0.4189,1,1748761087,209.238.175.173
0.9062,1,1749025087,133.183.139.83
0.3145,2,1748223948,191.73.59.182
0.7169,1,1748884182,115.203.40.166
0.1756,1,1747189486,164.84.169.206
0.6621,1,1749131030,119.33.158.80
0.2868,1,1747895847,124.93.39.7
0.4037,0,1749277399,156.147.230.149
0.1846,0,1749526507,38.61.55.60
0.2013,0,1747443544,20.30.227.161
0.7525,1,1747430406,50.248.101.112
0.0977,0,1747273738,174.201.176.117
0.2815,1,1748544583,22.138.81.100
0.5384,0,1748944636,45.234.102.249
0.7709,0,1747151866,186.90.123.44
0.9392,1,1747485574,170.4.3.96
0.9611,0,1748996181,245.143.82.142
0.8998,2,1748145492,172.216.146.220
0.3515,2,1748947217,179.42.158.82
0.3834,2,1748631043,63.78.65.117
0.1921,0,1747390252,180.238.142.157
0.4652,1,1748054321,7.75.55.247
0.762,1,1749494772,183.161.80.44
0.6327,2,1747899333,19.38.9.14
0.3959,0,1749596247,76.2.240.142
0.4617,2,1748932591,231.225.119.249
0.4125,1,1749389765,181.183.90.6
0.8888,0,1748763235,133.250.103.82
0.6982,0,1748012162,52.123.20.92
0.587,2,1749085693,123.26.3.76
0.5692,2,1747390574,2.94.228.197
0.0269,2,1748491501,163.94.189.128
0.9796,2,1748479577,220.89.229.249
0.4485,2,1749133094,213.54.74.70
0.8958,2,1747564358,141.86.91.194
0.1527,2,1747457984,25.96.162.79
0.924,2,1749077630,204.220.99.25
0.8856,2,1749574002,225.74.138.39
0.4516,0,1748091928,197.61.102.149
0.2168,0,1748233750,156.164.235.113
0.2474,1,1747901485,52.228.72.63
0.5566,1,1748250410,201.148.83.249
0.0579,1,1749345584,202.214.115.73
0.2828,2,1747973079,197.193.194.22
0.4219,0,1748545524,116.124.65.26
0.1078,1,1748805963,43.129.238.208
0.4143,2,1748300563,214.8.112.188
0.2864,1,1748961186,201.59.238.139
0.8968,0,1749522785,132.103.184.150
0.6713,1,1747191379,49.49.132.146
0.1524,2,1748074530,179.148.88.45
0.2308,1,1749099968,134.124.87.253
0.2352,2,1749129246,173.213.176.108
0.9291,2,1747308033,188.83.36.105
0.3876,2,1748466799,234.243.216.15
0.6203,2,1748057532,209.93.228.124
0.3979,2,1748443870,11.152.89.126
0.8077,1,1747507798,15.183.252.162
0.7282,1,1749056207,93.218.193.21
0.419,2,1747700514,7.100.214.164
0.6719,0,1748915332,167.4.7.51
0.4075,1,1749433633,236.204.95.221
0.2402,0,1747811604,233.35.108.70
0.5922,2,1747308063,9.162.161.230
0.308,2,1749264031,235.229.117.207
0.8562,2,1747764023,16.28.122.127
0.4048,2,1749013706,85.200.15.14
0.7219,2,1749006669,163.229.232.95
0.4613,0,1749450250,75.155.91.161
0.3371,0,1747106972,41.242.38.69
0.9375,0,1747878879,39.27.186.133
0.7643,0,1748089430,161.173.22.234
0.9585,0,1747343215,229.9.109.107
0.8747,1,1749634515,247.38.97.200
0.9782,2,1747773550,201.22.113.82
0.0675,1,1748498832,251.180.91.87
0.6813,0,1748276205,33.134.65.246
0.6616,0,1749246235,112.9.202.215
0.7094,0,1747270047,81.121.166.248
0.3321,0,1747298121,187.64.196.85
0.313,2,1749578061,114.222.119.218
0.3876,2,1747404427,53.214.47.106
0.5573,0,1747955569,217.254.144.168
0.7564,2,1748569170,220.136.4.113
0.0841,2,1747396393,201.167.42.221
0.422,2,1747220176,58.158.113.90
0.5296,0,1747335429,18.147.146.113
0.7122,2,1748207490,65.251.234.39
0.6967,1,1747892713,113.222.223.154
0.0959,0,1749246769,221.162.160.212
0.1137,0,1749589736,156.187.49.176
0.1985,2,1749262371,11.234.86.32
0.5276,2,1748962365,73.204.193.228
0.8211,1,1748405700,141.82.29.247
0.7641,1,1748671924,167.172.166.70
0.4685,1,1748607303,76.250.230.59
0.2169,2,1748031185,200.248.4.99
0.3452,2,1748962401,219.28.69.87
0.1513,0,1749037551,246.242.24.27
0.3164,2,1747939384,109.111.112.112
0.5338,0,1748081557,219.110.200.254
0.6105,0,1748456440,185.101.156.19
0.9621,2,1747201093,237.218.68.46
0.5343,1,1748185489,98.54.164.95
0.5175,2,1749313920,213.87.171.174
0.1631,2,1748938180,138.11.196.62
0.6724,2,1747369557,173.151.92.134
0.8813,1,1747879080,164.2.199.107
0.2686,1,1748151583,216.134.190.159
0.754,2,1748308464,70.61.190.35
0.8366,1,1749511831,112.109.202.5
0.4074,2,1747374382,237.253.68.25
0.4916,0,1747871170,186.162.195.59
0.7223,1,1748477881,86.15.43.136
0.0755,2,1749519727,177.180.137.194
0.0754,0,1747175813,92.60.125.138
0.2031,1,1747691825,68.109.21.179
0.5154,1,1747357698,160.32.132.11
0.3354,1,1748210995,58.136.163.182
0.9857,1,1749449735,100.149.237.44
0.4339,0,1747633768,73.192.253.202
0.7342,0,1747219393,37.12.62.245
0.4812,1,1749451410,191.235.229.111
0.5996,1,1748003592,112.185.212.238
0.9737,0,1749509161,173.147.38.102
0.7701,2,1747085499,220.89.168.40
0.3509,2,1748305576,105.161.105.196
0.8174,0,1748136936,236.141.90.94
0.8811,1,1748592537,186.155.109.190
0.7955,0,1749416077,29.88.29.134
0.7745,1,1748071108,49.242.206.114
0.6221,2,1747420383,6.27.70.19
0.1827,1,1749631381,160.215.89.105
0.0168,2,1747965250,83.191.135.162
0.4863,2,1748706199,32.59.55.213
0.9592,1,1747616771,77.125.227.82
0.793,2,1747804690,243.252.107.125
0.9721,0,1748363129,77.9.71.129
0.1302,1,1747167106,62.152.83.196
0.4756,2,1749252379,47.60.214.126
0.447,0,1749153613,131.192.75.121
0.2674,0,1749645357,4.139.151.93
0.2184,2,1747997052,241.202.26.209
0.8526,1,1748925091,202.181.60.188
0.0705,0,1749232274,208.169.174.106
0.5702,0,1749549896,83.248.163.60
0.9862,0,1749321000,232.197.187.25
0.9075,0,1747232709,159.11.40.193
0.5057,0,1747203124,45.38.35.171
0.6564,1,1747186272,51.116.113.62
0.7789,0,1748108197,74.70.226.200
0.9256,1,1749485470,87.16.75.69
0.8183,2,1747540816,104.199.40.74
0.1385,1,1748872069,167.97.51.91
0.0999,1,1749232881,192.5.222.6
0.0156,2,1747445500,165.215.74.14
0.5303,0,1749213862,148.101.181.27
0.8882,0,1747283017,72.199.39.185
0.7502,1,1747180891,200.113.241.242
0.447,1,1748716361,223.28.185.184
0.754,2,1748137921,103.141.157.59
0.2765,0,1747119511,160.82.115.139
0.8706,1,1747844183,176.159.78.188
0.7535,0,1747443060,1.138.253.83
0.0946,0,1748424634,134.85.231.113
0.5733,0,1747113679,83.205.44.5
0.1293,0,1748499380,253.33.15.137
0.4003,1,1747734868,140.20.113.236
0.7923,2,1748474546,246.66.157.132
0.9078,2,1748570142,179.145.128.240
0.1741,0,1749558221,149.198.7.172
0.6993,0,1747793604,152.77.95.249
0.092,1,1749049965,161.221.186.117
0.354,1,1749469331,221.26.226.145
0.7246,2,1748808516,64.184.57.60
0.1922,0,1747380544,132.24.12.52
0.2753,1,1748567271,11.118.2.175
0.3665,0,1749625596,4.206.145.224
0.4009,1,1748462725,129.129.17.99
0.2437,2,1748473050,77.253.11.205
0.7091,2,1749510806,5.140.44.238
0.7154,1,1748464437,32.30.193.130
0.054,0,1747420786,254.239.184.42
0.7213,2,1747350707,32.188.93.102
0.7099,2,1748380496,117.97.181.164
0.4458,1,1747800022,78.232.155.4
0.6844,1,1749158847,93.166.5.147
0.3855,1,1747250415,126.178.233.250
0.8943,2,1747539124,96.127.161.176
0.786,1,1748542359,22.239.157.48
0.2792,0,1748656189,232.192.252.23
0.4986,0,1748223133,160.77.254.229
0.601,1,1749359970,68.213.207.212
0.8696,0,1748716212,118.176.36.119
0.4068,2,1747463862,67.27.85.150
0.353,2,1747460395,123.51.30.235
0.7667,2,1747477592,167.140.30.38
0.1187,1,1749030592,237.182.166.59
0.1872,1,1747549820,99.90.56.195
0.2987,0,1747199408,14.144.106.88
0.8117,0,1748167175,5.69.96.91
0.3896,0,1749211753,202.86.163.51
0.4424,0,1748287557,78.210.126.4
0.8058,1,1749155527,75.218.123.82
0.6715,0,1747787987,219.118.151.163
0.3652,1,1747668428,92.4.177.199
0.7759,1,1747892205,100.228.187.166
0.771,2,1747082988,114.110.59.90
0.9939,0,1748087044,214.197.37.58
0.575,2,1748724387,50.54.33.159
0.8823,2,1748993767,209.102.72.251
0.5769,2,1748833850,67.206.95.34
0.3301,2,1747851808,59.65.43.34
0.2556,1,1748776146,246.62.151.180
0.7338,1,1747081974,229.41.1.117
0.6325,1,1747713212,245.188.169.167
0.117,2,1748876291,238.148.171.91
0.1431,1,1749550118,21.196.118.159
0.7815,2,1749439779,80.200.244.238
0.293,2,1749616160,197.76.8.218
0.518,1,1748716393,39.20.216.199
0.521,1,1748741879,132.65.129.39
0.4043,1,1748137519,150.15.233.170
0.3559,2,1748476042,152.86.221.129
0.6328,1,1747375816,83.40.238.75
0.8687,2,1748699484,32.23.22.199
0.6274,0,1749050363,102.92.108.149
0.685,2,1747410126,133.231.205.84
0.0515,1,1748321682,159.188.158.237
0.7817,0,1747728748,149.141.132.163
0.7961,1,1748777364,238.20.41.60
0.7877,2,1748027022,68.31.227.167
0.7839,1,1749172812,127.183.177.19
0.027,0,1749288148,233.78.1.219
0.3062,2,1747274906,120.222.252.19
0.3934,2,1748707614,104.130.91.134
0.4691,2,1749632603,41.41.207.57
0.4925,1,1749490778,211.32.185.51
0.5138,1,1747127623,85.18.29.90
0.1289,2,1747924843,64.195.254.23
0.0625,1,1748938660,167.69.95.245
0.6716,0,1747873417,43.183.66.159
0.7144,1,1748083281,41.215.19.145
0.788,2,1748411618,176.139.65.244
0.9507,1,1749343208,197.26.97.252
0.4809,0,1748275977,8.67.66.236
0.1238,1,1747352789,198.141.10.130
0.4135,1,1748863090,57.188.136.160
0.758,1,1747190002,116.240.131.17
0.1723,0,1749263334,88.35.137.197
0.1369,0,1748184710,174.170.220.64
0.5582,0,1748512055,82.144.34.24
0.4269,0,1747840589,196.183.16.98
0.1042,2,1749341521,85.83.253.74
0.1073,1,1749425072,118.152.2.186
0.8707,2,1747670124,80.189.73.228
0.1056,1,1747148642,198.219.163.154
0.9194,0,1747904357,90.186.138.221
0.187,2,1747944794,136.133.166.200
0.3693,0,1747178505,92.167.234.201
0.5647,0,1748127990,110.52.68.17
0.6385,2,1748492560,203.69.38.76
0.1548,2,1748152464,233.218.187.86
0.3782,1,1749542462,42.75.159.36
0.4528,1,1748172534,62.175.233.242
0.6963,1,1749188333,174.73.134.98
0.4334,2,1749197736,74.136.22.249
0.1558,2,1747434434,19.149.223.45
0.2345,0,1747131594,229.202.9.243
0.4349,2,1749049284,157.8.32.217
0.2621,0,1747984620,20.109.2.164
0.2967,0,1749439650,25.61.165.77
0.5475,2,1749027899,246.6.9.136
0.3692,0,1749190100,8.134.28.97
0.9941,0,1749556578,44.236.151.163
0.4144,2,1748903709,87.114.38.141
0.738,2,1748921214,181.114.57.225
0.4948,2,1749562526,104.42.130.134
0.4617,0,1749103470,12.108.227.210
0.1521,0,1747228610,242.35.109.5
0.2372,1,1748027962,59.15.227.102
0.2022,0,1748770361,111.175.97.139
0.94,2,1749324155,99.98.180.79
0.7095,0,1748603394,22.215.177.58
0.9225,2,1748842319,90.119.209.229
0.3156,1,1748734075,2.175.31.204
0.5522,1,1747272128,89.109.172.141
0.3589,0,1747966264,168.61.35.16
0.6793,2,1747628276,43.239.72.240
0.9818,1,1748571932,201.208.35.10
0.5455,2,1748915301,246.178.105.5
0.3849,1,1747831953,213.219.139.187
0.6359,0,1747988204,114.15.205.228
0.0607,1,1748637540,41.38.250.172
0.2147,1,1748893549,49.77.48.94
0.0332,2,1747395701,17.200.201.32
0.8113,0,1748193848,100.229.55.24
0.5604,1,1747914278,12.6.33.160
0.0512,2,1749345762,143.32.72.184
0.6873,0,1748421681,210.4.170.189
0.1888,1,1748774417,172.110.216.64
0.1407,1,1749573410,218.228.54.48
0.0377,2,1747774422,115.251.86.130
0.5563,0,1749610793,160.183.163.99
0.3763,2,1747822264,200.7.96.243
0.8943,0,1747687985,53.127.80.3
0.6052,1,1749017542,207.131.238.249
0.3597,1,1748856417,20.151.147.174
0.0194,0,1748959662,246.162.73.37
0.8583,0,1748354263,219.69.103.136
0.0332,0,1749191732,62.212.58.23
0.0356,2,1747335545,89.121.58.111
0.8192,2,1747483543,109.150.190.7
0.405,2,1748285539,15.109.186.80
0.2025,2,1747596626,229.52.70.82
0.7124,1,1747739336,141.26.177.232
0.1028,2,1747315538,71.233.187.106
0.2841,1,1747689494,187.5.217.12
0.4086,2,1747225674,98.152.120.132
0.3536,0,1749039676,71.134.188.170
0.2338,2,1747678528,75.203.14.202
0.2265,1,1748390033,253.23.149.40
0.5898,0,1748292248,163.124.118.162
0.5629,1,1747933014,26.97.24.103
0.1334,1,1747339799,171.15.244.19
0.5037,2,1748154061,181.125.94.156
0.3805,2,1748567897,19.22.180.43
0.6046,2,1747803397,103.48.97.48
0.2939,2,1748321346,20.194.103.53
0.0934,1,1748575891,51.126.143.222
0.0486,2,1749511168,53.118.2.106
0.1699,2,1748658446,208.49.248.151
0.305,2,1748855236,17.140.102.100
0.819,0,1748854963,151.39.230.88
0.0963,1,1749316892,51.83.118.78
0.66,1,1748988645,49.57.104.244
0.7278,2,1748631038,70.60.4.24
0.8712,1,1747858175,63.127.114.245
0.3846,2,1749097613,29.244.53.167
0.6253,1,1747613290,159.121.176.87
0.0731,1,1747938614,221.139.13.42
0.3608,1,1747168812,150.120.176.208
0.5993,2,1749309954,155.178.188.168
0.773,1,1747073636,206.66.205.66
0.2447,2,1748525372,88.31.226.69
0.5423,1,1747436886,242.196.89.111
0.1492,0,1747597617,175.74.175.132
0.101,2,1749069000,140.196.122.134
0.3538,0,1747379999,144.237.13.17
0.208,0,1748259292,35.31.162.155
0.5034,0,1747475833,224.108.73.64
0.6989,1,1747909779,237.152.54.211
0.9039,2,1748539626,22.178.177.200
0.1322,1,1748759592,139.155.4.134
0.5141,0,1749349476,143.182.171.115
0.8769,2,1747530532,147.222.240.157
0.1328,2,1747598562,91.112.80.32
0.2494,2,1747784158,65.217.216.83
0.8442,2,1749158160,246.243.42.4
0.3723,1,1747545639,123.133.213.171
0.3652,2,1748115351,252.224.54.1
0.9999,0,1747529977,159.67.160.85
0.5661,0,1748647697,224.56.174.68
0.3973,2,1747521266,161.148.137.26
0.1749,2,1748565790,61.69.196.161
0.9982,1,1748057787,81.216.204.246
0.8601,1,1748688174,143.241.30.172
0.8966,0,1747608590,46.22.98.181
0.977,2,1748154111,96.49.50.201
0.2703,2,1748978312,168.59.222.46
0.2578,0,1749627100,35.173.124.161
